1730588846.105114 server started (63221): version 3.5a, socket /private/tmp/tmux-501/default, protocol 8
1730588846.105152 on Darwin 24.0.0 Darwin Kernel Version 24.0.0: Tue Sep 24 23:37:36 PDT 2024; root:xnu-11215.1.12~1/RELEASE_ARM64_T6020
1730588846.105162 using libevent 2.1.12-stable select
1730588846.105172 using utf8proc 2.9.0
1730588846.105179 using ncurses 6.5 20240427
1730588846.132529 cmd_parse_build_commands 0:1: -X
1730588846.132530 cmd_parse_build_commands 0:2: back-to-indentation
1730588846.132533 args_parse_flags: next -X
1730588846.132535 args_parse_flags: -X
1730588846.132536 args_parse_flags: next back-to-indentation
1730588846.132538 args_parse: flags end at 2 of 3
1730588846.132540 args_parse: 2 = back-to-indentation (type STRING)
1730588846.132544 cmd_parse_build_commands: send-keys -X back-to-indentation
1730588846.132546 args_parse_flags: next -Tcopy-mode
1730588846.132547 args_parse_flag_argument: -T = copy-mode
1730588846.132549 args_parse_flags: next M-m
1730588846.132551 args_parse: flags end at 2 of 4
1730588846.132553 args_parse: 2 = M-m (type STRING)
1730588846.132556 args_parse: 3 = send-keys -X back-to-indentation (type COMMANDS)
1730588846.132562 cmd_parse_build_commands: bind-key -T copy-mode M-m { send-keys -X back-to-indentation }
1730588846.132565 cmdq_get_command: [bind-key/0x14982b500] group 1864
1730588846.132566 cmdq_append <global>: [bind-key/0x14982b500]
1730588846.132568 yylex_token: end at WS
1730588846.132570 yylex_token: bind
1730588846.132572 yylex_token: end at WS
1730588846.132574 yylex_token: -Tcopy-mode
1730588846.132576 yylex_token: end at WS
1730588846.132578 yylex_token: M-r
1730588846.132579 yylex_token: end at WS
1730588846.132581 yylex_token: send
1730588846.132583 yylex_token: end at WS
1730588846.132585 yylex_token: -X
1730588846.132587 yylex_token: end at WS
1730588846.132588 yylex_token: middle-line
1730588846.132591 cmd_parse_build_commands 0:0: bind
1730588846.132592 cmd_parse_build_commands 0:1: -Tcopy-mode
1730588846.132594 cmd_parse_build_commands 0:2: M-r
1730588846.132596 cmd_parse_build_commands 0:3 0:0: send
1730588846.132598 cmd_parse_build_commands 0:3 0:1: -X
1730588846.132600 cmd_parse_build_commands 0:3 0:2: middle-line
1730588846.132602 cmd_parse_build_commands 0:0: send
1730588846.132604 cmd_parse_build_commands 0:1: -X
1730588846.132606 cmd_parse_build_commands 0:2: middle-line
1730588846.132608 args_parse_flags: next -X
1730588846.132610 args_parse_flags: -X
1730588846.132612 args_parse_flags: next middle-line
1730588846.132613 args_parse: flags end at 2 of 3
1730588846.132615 args_parse: 2 = middle-line (type STRING)
1730588846.132619 cmd_parse_build_commands: send-keys -X middle-line
1730588846.132620 args_parse_flags: next -Tcopy-mode
1730588846.132622 args_parse_flag_argument: -T = copy-mode
1730588846.132624 args_parse_flags: next M-r
1730588846.132626 args_parse: flags end at 2 of 4
1730588846.132628 args_parse: 2 = M-r (type STRING)
1730588846.132631 args_parse: 3 = send-keys -X middle-line (type COMMANDS)
1730588846.132636 cmd_parse_build_commands: bind-key -T copy-mode M-r { send-keys -X middle-line }
1730588846.132639 cmdq_get_command: [bind-key/0x14982b800] group 1872
1730588846.132641 cmdq_append <global>: [bind-key/0x14982b800]
1730588846.132643 yylex_token: end at WS
1730588846.132644 yylex_token: bind
1730588846.132647 yylex_token: end at WS
1730588846.132648 yylex_token: -Tcopy-mode
1730588846.132650 yylex_token: end at WS
1730588846.132652 yylex_token: M-v
1730588846.132654 yylex_token: end at WS
1730588846.132655 yylex_token: send
1730588846.132657 yylex_token: end at WS
1730588846.132659 yylex_token: -X
1730588846.132661 yylex_token: end at WS
1730588846.132663 yylex_token: page-up
1730588846.132667 cmd_parse_build_commands 0:0: bind
1730588846.132669 cmd_parse_build_commands 0:1: -Tcopy-mode
1730588846.132671 cmd_parse_build_commands 0:2: M-v
1730588846.132673 cmd_parse_build_commands 0:3 0:0: send
1730588846.132674 cmd_parse_build_commands 0:3 0:1: -X
1730588846.132676 cmd_parse_build_commands 0:3 0:2: page-up
1730588846.132679 cmd_parse_build_commands 0:0: send
1730588846.132680 cmd_parse_build_commands 0:1: -X
1730588846.132682 cmd_parse_build_commands 0:2: page-up
1730588846.132685 args_parse_flags: next -X
1730588846.132686 args_parse_flags: -X
1730588846.132688 args_parse_flags: next page-up
1730588846.132690 args_parse: flags end at 2 of 3
1730588846.132692 args_parse: 2 = page-up (type STRING)
1730588846.132695 cmd_parse_build_commands: send-keys -X page-up
1730588846.132697 args_parse_flags: next -Tcopy-mode
1730588846.132699 args_parse_flag_argument: -T = copy-mode
1730588846.132701 args_parse_flags: next M-v
1730588846.132702 args_parse: flags end at 2 of 4
1730588846.132704 args_parse: 2 = M-v (type STRING)
1730588846.132707 args_parse: 3 = send-keys -X page-up (type COMMANDS)
1730588846.132713 cmd_parse_build_commands: bind-key -T copy-mode M-v { send-keys -X page-up }
1730588846.132716 cmdq_get_command: [bind-key/0x14982bc50] group 1880
1730588846.132718 cmdq_append <global>: [bind-key/0x14982bc50]
1730588846.132720 yylex_token: end at WS
1730588846.132722 yylex_token: bind
1730588846.132724 yylex_token: end at WS
1730588846.132725 yylex_token: -Tcopy-mode
1730588846.132727 yylex_token: end at WS
1730588846.132729 yylex_token: M-w
1730588846.132731 yylex_token: end at WS
1730588846.132733 yylex_token: send
1730588846.132734 yylex_token: end at WS
1730588846.132736 yylex_token: -X
1730588846.132738 yylex_token: end at WS
1730588846.132740 yylex_token: copy-pipe-and-cancel
1730588846.132744 cmd_parse_build_commands 0:0: bind
1730588846.132745 cmd_parse_build_commands 0:1: -Tcopy-mode
1730588846.132747 cmd_parse_build_commands 0:2: M-w
1730588846.132749 cmd_parse_build_commands 0:3 0:0: send
1730588846.132751 cmd_parse_build_commands 0:3 0:1: -X
1730588846.132753 cmd_parse_build_commands 0:3 0:2: copy-pipe-and-cancel
1730588846.132755 cmd_parse_build_commands 0:0: send
1730588846.132757 cmd_parse_build_commands 0:1: -X
1730588846.132759 cmd_parse_build_commands 0:2: copy-pipe-and-cancel
1730588846.132762 args_parse_flags: next -X
1730588846.132763 args_parse_flags: -X
1730588846.132765 args_parse_flags: next copy-pipe-and-cancel
1730588846.132767 args_parse: flags end at 2 of 3
1730588846.132769 args_parse: 2 = copy-pipe-and-cancel (type STRING)
1730588846.132772 cmd_parse_build_commands: send-keys -X copy-pipe-and-cancel
1730588846.132774 args_parse_flags: next -Tcopy-mode
1730588846.132776 args_parse_flag_argument: -T = copy-mode
1730588846.132778 args_parse_flags: next M-w
1730588846.132780 args_parse: flags end at 2 of 4
1730588846.132782 args_parse: 2 = M-w (type STRING)
1730588846.132785 args_parse: 3 = send-keys -X copy-pipe-and-cancel (type COMMANDS)
1730588846.132790 cmd_parse_build_commands: bind-key -T copy-mode M-w { send-keys -X copy-pipe-and-cancel }
1730588846.132793 cmdq_get_command: [bind-key/0x14982c020] group 1888
1730588846.132795 cmdq_append <global>: [bind-key/0x14982c020]
1730588846.132797 yylex_token: end at WS
1730588846.132799 yylex_token: bind
1730588846.132801 yylex_token: end at WS
1730588846.132803 yylex_token: -Tcopy-mode
1730588846.132805 yylex_token: end at WS
1730588846.132806 yylex_token: M-x
1730588846.132808 yylex_token: end at WS
1730588846.132810 yylex_token: send
1730588846.132812 yylex_token: end at WS
1730588846.132813 yylex_token: -X
1730588846.132815 yylex_token: end at WS
1730588846.132817 yylex_token: jump-to-mark
1730588846.132819 cmd_parse_build_commands 0:0: bind
1730588846.132821 cmd_parse_build_commands 0:1: -Tcopy-mode
1730588846.132823 cmd_parse_build_commands 0:2: M-x
1730588846.132825 cmd_parse_build_commands 0:3 0:0: send
1730588846.132827 cmd_parse_build_commands 0:3 0:1: -X
1730588846.132828 cmd_parse_build_commands 0:3 0:2: jump-to-mark
1730588846.132833 cmd_parse_build_commands 0:0: send
1730588846.132835 cmd_parse_build_commands 0:1: -X
1730588846.132837 cmd_parse_build_commands 0:2: jump-to-mark
1730588846.132839 args_parse_flags: next -X
1730588846.132841 args_parse_flags: -X
1730588846.132843 args_parse_flags: next jump-to-mark
1730588846.132845 args_parse: flags end at 2 of 3
1730588846.132846 args_parse: 2 = jump-to-mark (type STRING)
1730588846.132850 cmd_parse_build_commands: send-keys -X jump-to-mark
1730588846.132852 args_parse_flags: next -Tcopy-mode
1730588846.132853 args_parse_flag_argument: -T = copy-mode
1730588846.132855 args_parse_flags: next M-x
1730588846.132857 args_parse: flags end at 2 of 4
1730588846.132859 args_parse: 2 = M-x (type STRING)
1730588846.132862 args_parse: 3 = send-keys -X jump-to-mark (type COMMANDS)
1730588846.132867 cmd_parse_build_commands: bind-key -T copy-mode M-x { send-keys -X jump-to-mark }
1730588846.132870 cmdq_get_command: [bind-key/0x14982c4b0] group 1896
1730588846.132872 cmdq_append <global>: [bind-key/0x14982c4b0]
1730588846.132874 yylex_token: end at WS
1730588846.132875 yylex_token: bind
1730588846.132878 yylex_token: end at WS
1730588846.132879 yylex_token: -Tcopy-mode
1730588846.132881 yylex_token: end at WS
1730588846.132883 yylex_token: M-{
1730588846.132885 yylex_token: end at WS
1730588846.132886 yylex_token: send
1730588846.132888 yylex_token: end at WS
1730588846.132890 yylex_token: -X
1730588846.132892 yylex_token: end at WS
1730588846.132894 yylex_token: previous-paragraph
1730588846.132896 cmd_parse_build_commands 0:0: bind
1730588846.132898 cmd_parse_build_commands 0:1: -Tcopy-mode
1730588846.132900 cmd_parse_build_commands 0:2: M-{
1730588846.132902 cmd_parse_build_commands 0:3 0:0: send
1730588846.132903 cmd_parse_build_commands 0:3 0:1: -X
1730588846.132905 cmd_parse_build_commands 0:3 0:2: previous-paragraph
1730588846.132907 cmd_parse_build_commands 0:0: send
1730588846.132909 cmd_parse_build_commands 0:1: -X
1730588846.132911 cmd_parse_build_commands 0:2: previous-paragraph
1730588846.132914 args_parse_flags: next -X
1730588846.132916 args_parse_flags: -X
1730588846.132917 args_parse_flags: next previous-paragraph
1730588846.132919 args_parse: flags end at 2 of 3
1730588846.132921 args_parse: 2 = previous-paragraph (type STRING)
1730588846.132925 cmd_parse_build_commands: send-keys -X previous-paragraph
1730588846.132927 args_parse_flags: next -Tcopy-mode
1730588846.132929 args_parse_flag_argument: -T = copy-mode
1730588846.132930 args_parse_flags: next M-{
1730588846.132932 args_parse: flags end at 2 of 4
1730588846.132934 args_parse: 2 = M-{ (type STRING)
1730588846.132937 args_parse: 3 = send-keys -X previous-paragraph (type COMMANDS)
1730588846.132943 cmd_parse_build_commands: bind-key -T copy-mode "M-{" { send-keys -X previous-paragraph }
1730588846.132946 cmdq_get_command: [bind-key/0x14982c820] group 1904
1730588846.132948 cmdq_append <global>: [bind-key/0x14982c820]
1730588846.132949 yylex_token: end at WS
1730588846.132951 yylex_token: bind
1730588846.132953 yylex_token: end at WS
1730588846.132955 yylex_token: -Tcopy-mode
1730588846.132957 yylex_token: end at WS
1730588846.132958 yylex_token: M-}
1730588846.132960 yylex_token: end at WS
1730588846.132962 yylex_token: send
1730588846.132964 yylex_token: end at WS
1730588846.132965 yylex_token: -X
1730588846.132968 yylex_token: end at WS
1730588846.132969 yylex_token: next-paragraph
1730588846.132971 cmd_parse_build_commands 0:0: bind
1730588846.132973 cmd_parse_build_commands 0:1: -Tcopy-mode
1730588846.132975 cmd_parse_build_commands 0:2: M-}
1730588846.132977 cmd_parse_build_commands 0:3 0:0: send
1730588846.132979 cmd_parse_build_commands 0:3 0:1: -X
1730588846.132980 cmd_parse_build_commands 0:3 0:2: next-paragraph
1730588846.132983 cmd_parse_build_commands 0:0: send
1730588846.132985 cmd_parse_build_commands 0:1: -X
1730588846.132986 cmd_parse_build_commands 0:2: next-paragraph
1730588846.132989 args_parse_flags: next -X
1730588846.132991 args_parse_flags: -X
1730588846.132992 args_parse_flags: next next-paragraph
1730588846.132998 args_parse: flags end at 2 of 3
1730588846.132999 args_parse: 2 = next-paragraph (type STRING)
1730588846.133003 cmd_parse_build_commands: send-keys -X next-paragraph
1730588846.133005 args_parse_flags: next -Tcopy-mode
1730588846.133007 args_parse_flag_argument: -T = copy-mode
1730588846.133008 args_parse_flags: next M-}
1730588846.133010 args_parse: flags end at 2 of 4
1730588846.133012 args_parse: 2 = M-} (type STRING)
1730588846.133015 args_parse: 3 = send-keys -X next-paragraph (type COMMANDS)
1730588846.133021 cmd_parse_build_commands: bind-key -T copy-mode "M-}" { send-keys -X next-paragraph }
1730588846.133024 cmdq_get_command: [bind-key/0x14982cef0] group 1912
1730588846.133026 cmdq_append <global>: [bind-key/0x14982cef0]
1730588846.133028 yylex_token: end at WS
1730588846.133030 yylex_token: bind
1730588846.133032 yylex_token: end at WS
1730588846.133034 yylex_token: -Tcopy-mode
1730588846.133035 yylex_token: end at WS
1730588846.133037 yylex_token: M-Up
1730588846.133039 yylex_token: end at WS
1730588846.133041 yylex_token: send
1730588846.133042 yylex_token: end at WS
1730588846.133044 yylex_token: -X
1730588846.133046 yylex_token: end at WS
1730588846.133048 yylex_token: halfpage-up
1730588846.133051 cmd_parse_build_commands 0:0: bind
1730588846.133054 cmd_parse_build_commands 0:1: -Tcopy-mode
1730588846.133056 cmd_parse_build_commands 0:2: M-Up
1730588846.133058 cmd_parse_build_commands 0:3 0:0: send
1730588846.133061 cmd_parse_build_commands 0:3 0:1: -X
1730588846.133063 cmd_parse_build_commands 0:3 0:2: halfpage-up
1730588846.133066 cmd_parse_build_commands 0:0: send
1730588846.133067 cmd_parse_build_commands 0:1: -X
1730588846.133069 cmd_parse_build_commands 0:2: halfpage-up
1730588846.133072 args_parse_flags: next -X
1730588846.133074 args_parse_flags: -X
1730588846.133076 args_parse_flags: next halfpage-up
1730588846.133078 args_parse: flags end at 2 of 3
1730588846.133080 args_parse: 2 = halfpage-up (type STRING)
1730588846.133083 cmd_parse_build_commands: send-keys -X halfpage-up
1730588846.133085 args_parse_flags: next -Tcopy-mode
1730588846.133087 args_parse_flag_argument: -T = copy-mode
1730588846.133089 args_parse_flags: next M-Up
1730588846.133091 args_parse: flags end at 2 of 4
1730588846.133092 args_parse: 2 = M-Up (type STRING)
1730588846.133095 args_parse: 3 = send-keys -X halfpage-up (type COMMANDS)
1730588846.133101 cmd_parse_build_commands: bind-key -T copy-mode M-Up { send-keys -X halfpage-up }
1730588846.133103 cmdq_get_command: [bind-key/0x14982d280] group 1920
1730588846.133105 cmdq_append <global>: [bind-key/0x14982d280]
1730588846.133107 yylex_token: end at WS
1730588846.133109 yylex_token: bind
1730588846.133111 yylex_token: end at WS
1730588846.133113 yylex_token: -Tcopy-mode
1730588846.133115 yylex_token: end at WS
1730588846.133116 yylex_token: M-Down
1730588846.133118 yylex_token: end at WS
1730588846.133120 yylex_token: send
1730588846.133122 yylex_token: end at WS
1730588846.133123 yylex_token: -X
1730588846.133125 yylex_token: end at WS
1730588846.133127 yylex_token: halfpage-down
1730588846.133129 cmd_parse_build_commands 0:0: bind
1730588846.133131 cmd_parse_build_commands 0:1: -Tcopy-mode
1730588846.133133 cmd_parse_build_commands 0:2: M-Down
1730588846.133135 cmd_parse_build_commands 0:3 0:0: send
1730588846.133137 cmd_parse_build_commands 0:3 0:1: -X
1730588846.133138 cmd_parse_build_commands 0:3 0:2: halfpage-down
1730588846.133141 cmd_parse_build_commands 0:0: send
1730588846.133142 cmd_parse_build_commands 0:1: -X
1730588846.133144 cmd_parse_build_commands 0:2: halfpage-down
1730588846.133147 args_parse_flags: next -X
1730588846.133149 args_parse_flags: -X
1730588846.133150 args_parse_flags: next halfpage-down
1730588846.133152 args_parse: flags end at 2 of 3
1730588846.133154 args_parse: 2 = halfpage-down (type STRING)
1730588846.133157 cmd_parse_build_commands: send-keys -X halfpage-down
1730588846.133159 args_parse_flags: next -Tcopy-mode
1730588846.133161 args_parse_flag_argument: -T = copy-mode
1730588846.133163 args_parse_flags: next M-Down
1730588846.133167 args_parse: flags end at 2 of 4
1730588846.133169 args_parse: 2 = M-Down (type STRING)
1730588846.133172 args_parse: 3 = send-keys -X halfpage-down (type COMMANDS)
1730588846.133178 cmd_parse_build_commands: bind-key -T copy-mode M-Down { send-keys -X halfpage-down }
1730588846.133180 cmdq_get_command: [bind-key/0x14982d6b0] group 1928
1730588846.133182 cmdq_append <global>: [bind-key/0x14982d6b0]
1730588846.133184 yylex_token: end at WS
1730588846.133186 yylex_token: bind
1730588846.133188 yylex_token: end at WS
1730588846.133190 yylex_token: -Tcopy-mode
1730588846.133192 yylex_token: end at WS
1730588846.133193 yylex_token: C-Up
1730588846.133195 yylex_token: end at WS
1730588846.133197 yylex_token: send
1730588846.133199 yylex_token: end at WS
1730588846.133200 yylex_token: -X
1730588846.133202 yylex_token: end at WS
1730588846.133204 yylex_token: scroll-up
1730588846.133206 cmd_parse_build_commands 0:0: bind
1730588846.133208 cmd_parse_build_commands 0:1: -Tcopy-mode
1730588846.133210 cmd_parse_build_commands 0:2: C-Up
1730588846.133212 cmd_parse_build_commands 0:3 0:0: send
1730588846.133213 cmd_parse_build_commands 0:3 0:1: -X
1730588846.133215 cmd_parse_build_commands 0:3 0:2: scroll-up
1730588846.133218 cmd_parse_build_commands 0:0: send
1730588846.133219 cmd_parse_build_commands 0:1: -X
1730588846.133221 cmd_parse_build_commands 0:2: scroll-up
1730588846.133224 args_parse_flags: next -X
1730588846.133225 args_parse_flags: -X
1730588846.133227 args_parse_flags: next scroll-up
1730588846.133229 args_parse: flags end at 2 of 3
1730588846.133231 args_parse: 2 = scroll-up (type STRING)
1730588846.133234 cmd_parse_build_commands: send-keys -X scroll-up
1730588846.133236 args_parse_flags: next -Tcopy-mode
1730588846.133238 args_parse_flag_argument: -T = copy-mode
1730588846.133240 args_parse_flags: next C-Up
1730588846.133241 args_parse: flags end at 2 of 4
1730588846.133243 args_parse: 2 = C-Up (type STRING)
1730588846.133246 args_parse: 3 = send-keys -X scroll-up (type COMMANDS)
1730588846.133252 cmd_parse_build_commands: bind-key -T copy-mode C-Up { send-keys -X scroll-up }
1730588846.133255 cmdq_get_command: [bind-key/0x14982db80] group 1936
1730588846.133257 cmdq_append <global>: [bind-key/0x14982db80]
1730588846.133259 yylex_token: end at WS
1730588846.133260 yylex_token: bind
1730588846.133262 yylex_token: end at WS
1730588846.133264 yylex_token: -Tcopy-mode
1730588846.133266 yylex_token: end at WS
1730588846.133268 yylex_token: C-Down
1730588846.133270 yylex_token: end at WS
1730588846.133271 yylex_token: send
1730588846.133273 yylex_token: end at WS
1730588846.133275 yylex_token: -X
1730588846.133277 yylex_token: end at WS
1730588846.133278 yylex_token: scroll-down
1730588846.133281 cmd_parse_build_commands 0:0: bind
1730588846.133282 cmd_parse_build_commands 0:1: -Tcopy-mode
1730588846.133284 cmd_parse_build_commands 0:2: C-Down
1730588846.133286 cmd_parse_build_commands 0:3 0:0: send
1730588846.133288 cmd_parse_build_commands 0:3 0:1: -X
1730588846.133290 cmd_parse_build_commands 0:3 0:2: scroll-down
1730588846.133292 cmd_parse_build_commands 0:0: send
1730588846.133294 cmd_parse_build_commands 0:1: -X
1730588846.133295 cmd_parse_build_commands 0:2: scroll-down
1730588846.133298 args_parse_flags: next -X
1730588846.133300 args_parse_flags: -X
1730588846.133301 args_parse_flags: next scroll-down
1730588846.133303 args_parse: flags end at 2 of 3
1730588846.133305 args_parse: 2 = scroll-down (type STRING)
1730588846.133308 cmd_parse_build_commands: send-keys -X scroll-down
1730588846.133310 args_parse_flags: next -Tcopy-mode
1730588846.133312 args_parse_flag_argument: -T = copy-mode
1730588846.133314 args_parse_flags: next C-Down
1730588846.133316 args_parse: flags end at 2 of 4
1730588846.133317 args_parse: 2 = C-Down (type STRING)
1730588846.133320 args_parse: 3 = send-keys -X scroll-down (type COMMANDS)
1730588846.133326 cmd_parse_build_commands: bind-key -T copy-mode C-Down { send-keys -X scroll-down }
1730588846.133329 cmdq_get_command: [bind-key/0x14982df20] group 1944
1730588846.133333 cmdq_append <global>: [bind-key/0x14982df20]
1730588846.133335 yylex_token: end at WS
1730588846.133336 yylex_token: bind
1730588846.133339 yylex_token: end at WS
1730588846.133340 yylex_token: -Tcopy-mode-vi
1730588846.133342 yylex_token: end at WS
1730588846.133344 yylex_token: #
1730588846.133346 yylex_token: end at WS
1730588846.133347 yylex_token: send
1730588846.133349 yylex_token: end at WS
1730588846.133355 yylex_token: -FX
1730588846.133357 yylex_token: end at WS
1730588846.133359 yylex_token: search-backward
1730588846.133361 yylex_token: end at WS
1730588846.133363 yylex_token: #{copy_cursor_word}
1730588846.133365 cmd_parse_build_commands 0:0: bind
1730588846.133367 cmd_parse_build_commands 0:1: -Tcopy-mode-vi
1730588846.133369 cmd_parse_build_commands 0:2: #
1730588846.133371 cmd_parse_build_commands 0:3 0:0: send
1730588846.133373 cmd_parse_build_commands 0:3 0:1: -FX
1730588846.133374 cmd_parse_build_commands 0:3 0:2: search-backward
1730588846.133376 cmd_parse_build_commands 0:3 0:3: #{copy_cursor_word}
1730588846.133379 cmd_parse_build_commands 0:0: send
1730588846.133380 cmd_parse_build_commands 0:1: -FX
1730588846.133382 cmd_parse_build_commands 0:2: search-backward
1730588846.133384 cmd_parse_build_commands 0:3: #{copy_cursor_word}
1730588846.133386 args_parse_flags: next -FX
1730588846.133388 args_parse_flags: -F
1730588846.133390 args_parse_flags: -X
1730588846.133392 args_parse_flags: next search-backward
1730588846.133394 args_parse: flags end at 2 of 4
1730588846.133395 args_parse: 2 = search-backward (type STRING)
1730588846.133397 args_parse: 3 = #{copy_cursor_word} (type STRING)
1730588846.133402 cmd_parse_build_commands: send-keys -FX search-backward "#{copy_cursor_word}"
1730588846.133404 args_parse_flags: next -Tcopy-mode-vi
1730588846.133406 args_parse_flag_argument: -T = copy-mode-vi
1730588846.133408 args_parse_flags: next #
1730588846.133410 args_parse: flags end at 2 of 4
1730588846.133412 args_parse: 2 = # (type STRING)
1730588846.133416 args_parse: 3 = send-keys -FX search-backward "#{copy_cursor_word}" (type COMMANDS)
1730588846.133423 cmd_parse_build_commands: bind-key -T copy-mode-vi \\# { send-keys -FX search-backward "#{copy_cursor_word}" }
1730588846.133426 cmdq_get_command: [bind-key/0x14982e5a0] group 1952
1730588846.133427 cmdq_append <global>: [bind-key/0x14982e5a0]
1730588846.133429 yylex_token: end at WS
1730588846.133431 yylex_token: bind
1730588846.133433 yylex_token: end at WS
1730588846.133435 yylex_token: -Tcopy-mode-vi
1730588846.133437 yylex_token: end at WS
1730588846.133438 yylex_token: *
1730588846.133440 yylex_token: end at WS
1730588846.133442 yylex_token: send
1730588846.133444 yylex_token: end at WS
1730588846.133446 yylex_token: -FX
1730588846.133448 yylex_token: end at WS
1730588846.133449 yylex_token: search-forward
1730588846.133452 yylex_token: end at WS
1730588846.133453 yylex_token: #{copy_cursor_word}
1730588846.133456 cmd_parse_build_commands 0:0: bind
1730588846.133458 cmd_parse_build_commands 0:1: -Tcopy-mode-vi
1730588846.133459 cmd_parse_build_commands 0:2: *
1730588846.133461 cmd_parse_build_commands 0:3 0:0: send
1730588846.133463 cmd_parse_build_commands 0:3 0:1: -FX
1730588846.133465 cmd_parse_build_commands 0:3 0:2: search-forward
1730588846.133467 cmd_parse_build_commands 0:3 0:3: #{copy_cursor_word}
1730588846.133469 cmd_parse_build_commands 0:0: send
1730588846.133471 cmd_parse_build_commands 0:1: -FX
1730588846.133472 cmd_parse_build_commands 0:2: search-forward
1730588846.133474 cmd_parse_build_commands 0:3: #{copy_cursor_word}
1730588846.133477 args_parse_flags: next -FX
1730588846.133479 args_parse_flags: -F
1730588846.133480 args_parse_flags: -X
1730588846.133482 args_parse_flags: next search-forward
1730588846.133484 args_parse: flags end at 2 of 4
1730588846.133486 args_parse: 2 = search-forward (type STRING)
1730588846.133488 args_parse: 3 = #{copy_cursor_word} (type STRING)
1730588846.133492 cmd_parse_build_commands: send-keys -FX search-forward "#{copy_cursor_word}"
1730588846.133494 args_parse_flags: next -Tcopy-mode-vi
1730588846.133498 args_parse_flag_argument: -T = copy-mode-vi
1730588846.133500 args_parse_flags: next *
1730588846.133502 args_parse: flags end at 2 of 4
1730588846.133504 args_parse: 2 = * (type STRING)
1730588846.133508 args_parse: 3 = send-keys -FX search-forward "#{copy_cursor_word}" (type COMMANDS)
1730588846.133514 cmd_parse_build_commands: bind-key -T copy-mode-vi * { send-keys -FX search-forward "#{copy_cursor_word}" }
1730588846.133517 cmdq_get_command: [bind-key/0x14982e9e0] group 1960
1730588846.133519 cmdq_append <global>: [bind-key/0x14982e9e0]
1730588846.133521 yylex_token: end at WS
1730588846.133523 yylex_token: bind
1730588846.133525 yylex_token: end at WS
1730588846.133527 yylex_token: -Tcopy-mode-vi
1730588846.133529 yylex_token: end at WS
1730588846.133530 yylex_token: C-c
1730588846.133532 yylex_token: end at WS
1730588846.133534 yylex_token: send
1730588846.133536 yylex_token: end at WS
1730588846.133537 yylex_token: -X
1730588846.133539 yylex_token: end at WS
1730588846.133541 yylex_token: cancel
1730588846.133543 cmd_parse_build_commands 0:0: bind
1730588846.133545 cmd_parse_build_commands 0:1: -Tcopy-mode-vi
1730588846.133547 cmd_parse_build_commands 0:2: C-c
1730588846.133549 cmd_parse_build_commands 0:3 0:0: send
1730588846.133551 cmd_parse_build_commands 0:3 0:1: -X
1730588846.133552 cmd_parse_build_commands 0:3 0:2: cancel
1730588846.133555 cmd_parse_build_commands 0:0: send
1730588846.133556 cmd_parse_build_commands 0:1: -X
1730588846.133558 cmd_parse_build_commands 0:2: cancel
1730588846.133561 args_parse_flags: next -X
1730588846.133563 args_parse_flags: -X
1730588846.133564 args_parse_flags: next cancel
1730588846.133566 args_parse: flags end at 2 of 3
1730588846.133568 args_parse: 2 = cancel (type STRING)
1730588846.133571 cmd_parse_build_commands: send-keys -X cancel
1730588846.133573 args_parse_flags: next -Tcopy-mode-vi
1730588846.133575 args_parse_flag_argument: -T = copy-mode-vi
1730588846.133577 args_parse_flags: next C-c
1730588846.133579 args_parse: flags end at 2 of 4
1730588846.133581 args_parse: 2 = C-c (type STRING)
1730588846.133584 args_parse: 3 = send-keys -X cancel (type COMMANDS)
1730588846.133589 cmd_parse_build_commands: bind-key -T copy-mode-vi C-c { send-keys -X cancel }
1730588846.133592 cmdq_get_command: [bind-key/0x14982efd0] group 1968
1730588846.133594 cmdq_append <global>: [bind-key/0x14982efd0]
1730588846.133596 yylex_token: end at WS
1730588846.133597 yylex_token: bind
1730588846.133600 yylex_token: end at WS
1730588846.133601 yylex_token: -Tcopy-mode-vi
1730588846.133603 yylex_token: end at WS
1730588846.133605 yylex_token: C-d
1730588846.133607 yylex_token: end at WS
1730588846.133608 yylex_token: send
1730588846.133610 yylex_token: end at WS
1730588846.133612 yylex_token: -X
1730588846.133614 yylex_token: end at WS
1730588846.133616 yylex_token: halfpage-down
1730588846.133618 cmd_parse_build_commands 0:0: bind
1730588846.133620 cmd_parse_build_commands 0:1: -Tcopy-mode-vi
1730588846.133621 cmd_parse_build_commands 0:2: C-d
1730588846.133623 cmd_parse_build_commands 0:3 0:0: send
1730588846.133625 cmd_parse_build_commands 0:3 0:1: -X
1730588846.133627 cmd_parse_build_commands 0:3 0:2: halfpage-down
1730588846.133629 cmd_parse_build_commands 0:0: send
1730588846.133631 cmd_parse_build_commands 0:1: -X
1730588846.133633 cmd_parse_build_commands 0:2: halfpage-down
1730588846.133635 args_parse_flags: next -X
1730588846.133637 args_parse_flags: -X
1730588846.133639 args_parse_flags: next halfpage-down
1730588846.133641 args_parse: flags end at 2 of 3
1730588846.133642 args_parse: 2 = halfpage-down (type STRING)
1730588846.133646 cmd_parse_build_commands: send-keys -X halfpage-down
1730588846.133648 args_parse_flags: next -Tcopy-mode-vi
1730588846.133649 args_parse_flag_argument: -T = copy-mode-vi
1730588846.133651 args_parse_flags: next C-d
1730588846.133653 args_parse: flags end at 2 of 4
